Data_Uploaded,Date_Uploaded,Monitored_By,Date_Monitored,Location,Replicate,Site,Species,Treatment,Prop_ID,Time_Period,Survivorship,Condition,Pests,Leaf_Color,RHMA_Height_1,RHMA_Height_2,RHMA_Epi_Length,LARA_Height_1,LARA_Height_2,Number_Branches,Leaves_Main,Leaves_Branches,Total_Leaves,Nodes_Main,Nodes_Branches,Total_Nodes,Notes,...29
MA,DIRECT INPUT,"MA, SH",2/24/2025,4,3,VB,LARA,B,LB-12,4,D,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
MA,DIRECT INPUT,"MA, SH",2/24/2025,4,3,MB,LARA,B,LB-35,4,D,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
MA,DIRECT INPUT,"MA, SH",2/24/2025,4,3,PR,LARA,B,LB-52,4,D,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
MA,DIRECT INPUT,"MA, SH",2/24/2025,4,3,MB,LARA,B,LB-32,4,D,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
MA,DIRECT INPUT,"MA, SH",2/24/2025,4,3,MB,LARA,B,LB-33,4,D,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
MA,DIRECT INPUT,"MA, SH",2/24/2025,4,3,PR,LARA,B,LB-55,4,A,-,NA,G,NA,NA,NA,5.6,1,0,6,0,6,3,0,3,NA,NA
MA,DIRECT INPUT,"MA, SH",2/24/2025,4,3,MB,LARA,B,LB-31,4,D,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
MA,DIRECT INPUT,"MA, SH",2/24/2025,4,3,MB,LARA,B,LB-34,4,D,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
MA,DIRECT INPUT,"MA, SH",2/24/2025,4,3,PR,LARA,B,LB-53,4,A,UH,NA,G,NA,NA,NA,5.4,1.5,0,2,0,2,1,0,1,"LEAVES CURLING, BROWN TIPS",NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,OC,RHMA,E,RE-13,4,DY,UH,NA,B,31.4,16.3,7.3,NA,NA,0,3,0,3,3,0,3,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,PR,RHMA,E,RE-52,4,A,H,NA,G,20.4,6,11.7,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,OC,RHMA,E,RE-11,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,CP,RHMA,E,RE-34,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,OC,RHMA,E,RE-15,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,CP,RHMA,E,RE-35,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,PR,RHMA,E,RE-54,4,A,H,NA,G,25.2,13.3,10.1,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,CP,RHMA,E,RE-31,4,A,H,NA,G,24.4,10,12.2,NA,NA,0,4,0,4,3,0,3,LCP,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,CP,RHMA,E,RE-32,4,A,H,NA,G,27.8,13.5,7.4,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,OC,RHMA,E,RE-12,4,A,H,NA,G,30.4,16,12.2,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,PR,RHMA,E,RE-51,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,CP,RHMA,E,RE-33,4,A,H,NA,G,21.9,7.1,10,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,PR,RHMA,E,RE-53,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,PR,RHMA,E,RE-55,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,OC,RHMA,E,RE-14,4,A,H,NA,G,32,18.4,13.2,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,PR,LARA,E,LE-53,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,VB,LARA,E,LE-12,4,A,H,NA,G,NA,NA,NA,13.9,-1.9,2,3,9,12,3,7,10,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,MB,LARA,E,LE-34,4,A,"H, P",B,G,NA,NA,NA,11.2,-2,0,6,0,6,5,0,5,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,PR,LARA,E,LE-51,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,MB,LARA,E,LE-32,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,PR,LARA,E,LE-52,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,VB,LARA,E,LE-14,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,MB,LARA,E,LE-33,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,PR,LARA,E,LE-55,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,VB,LARA,E,LE-11,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,VB,LARA,E,LE-15,4,A,H,NA,G,NA,NA,NA,9.6,-4.7,2,1,14,15,1,9,10,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,VB,LARA,E,LE-13,4,A,H,NA,G,NA,NA,NA,15.2,2.2,1,16,8,24,7,4,11,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,MB,LARA,E,LE-31,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,MB,LARA,E,LE-35,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,5,3,PR,LARA,E,LE-54,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,OC,RHMA,C,RC-13,4,A,H,NA,G,34.9,22,15.4,NA,NA,0,6,0,6,3,0,3,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,PR,RHMA,C,RC-52,4,A,H,NA,G,28.6,16.3,14.6,NA,NA,0,6,0,6,4,NA,4,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,CP,RHMA,C,RC-33,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,OC,RHMA,C,RC-14,4,A,"H, P",B,G,36,24.2,16.3,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,PR,RHMA,C,RC-55,4,A,H,NA,G,42.7,32.1,11.8,NA,NA,0,6,0,6,4,0,4,LCP,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,CP,RHMA,C,RC-35,4,A,H,NA,G,24.5,11.5,18.9,NA,NA,0,4,0,4,3,0,3,LCP,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,CP,RHMA,C,RC-32,4,A,H,NA,G,30,16.9,19.4,NA,NA,0,5,0,5,4,0,4,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,PR,RHMA,C,RC-54,4,A,H,NA,G,38.7,27.1,12.6,NA,NA,0,6,0,6,4,0,4,LCP,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,CP,RHMA,C,RC-34,4,A,H,NA,G,31.2,18.5,15.8,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,CP,RHMA,C,RC-31,4,A,H,NA,G,28.4,16.6,26.6,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,OC,RHMA,C,RC-15,4,A,H,NA,G,37,25.4,9.7,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,PR,RHMA,C,RC-51,4,A,H,NA,G,33.5,19.1,16.1,NA,NA,0,2,0,2,3,0,3,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,OC,RHMA,C,RC-12,4,A,H,NA,G,31.4,18.6,18.2,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,OC,RHMA,C,RC-11,4,A,H,NA,G,34.5,21.8,11.6,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,PR,RHMA,C,RC-53,4,A,H,NA,G,36.4,21.8,13.5,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,VB,LARA,C,LC-14,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,PR,LARA,C,LC-54,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,PR,LARA,C,LC-53,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,MB,LARA,C,LC-36,4,A,"UH, P",B,Y,NA,NA,NA,13.3,2.4,2,2,7,9,1,4,5,MSS,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,VB,LARA,C,LC-15,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,VB,LARA,C,LC-13,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,PR,LARA,C,LC-52,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,PR,LARA,C,LC-51,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,VB,LARA,C,LC-11,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,MB,LARA,C,LC-31,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,MB,LARA,C,LC-34,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,MB,LARA,C,LC-33,4,A,"UH, P",B,G,NA,NA,NA,9.5,-2.3,0,1,0,1,1,0,1,MSD,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,VB,LARA,C,LC-12,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,PR,LARA,C,LC-55,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"MA, SH",2/24/2025,6,3,MB,LARA,C,LC-32,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,PR,RHMA,E,RE-46,4,A,H,NA,G,19.5,6.9,16.9,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,PR,RHMA,E,RE-50,4,A,H,NA,G,25.3,12.1,11.2,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,PR,RHMA,E,RE-47,4,A,H,NA,G,25.2,12.7,9.3,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,CP,RHMA,E,RE-30,4,A,H,NA,G,38.1,17.3,13.7,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,CP,RHMA,E,RE-29,4,A,H,NA,G,26.4,14.2,16.1,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,CP,RHMA,E,RE-26,4,A,H,NA,G,24.5,12.3,19.2,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,OC,RHMA,E,RE-8,4,A,H,NA,G,23.9,10.9,15,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,OC,RHMA,E,RE-9,4,A,H,NA,G,37,23.6,10.1,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,OC,RHMA,E,RE-6,4,A,H,NA,G,26.9,13.2,14.6,LCP,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,PR,RHMA,E,RE-49,4,A,H,NA,G,24.7,11.8,10,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,OC,RHMA,E,RE-10,4,A,H,NA,G,29.8,18.7,18.2,NA,NA,0,6,0,6,4,0,4,BABY BRANCHES,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,CP,RHMA,E,RE-27,4,A,H,NA,G,24.1,10.4,16.9,LCP,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,OC,RHMA,E,RE-7,4,A,H,NA,G,33.7,20.9,12.2,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,CP,RHMA,E,RE-28,4,A,H,NA,G,28.1,15.3,13.5,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,PR,RHMA,E,RE-48,4,A,"H, P",B,G,26.6,13.7,9.5,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,MB,LARA,E,LE-27,4,A,"H, P",B,G,NA,NA,NA,10.4,1.1,5,7,10,17,4,5,9,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,VB,LARA,E,LE-10,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,PR,LARA,E,LE-50,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,MB,LARA,E,LE-30,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,PR,LARA,E,LE-46,4,A,H,NA,G,NA,NA,NA,11.1,0.1,0,3,0,3,3,0,3,BABY BRANCHES,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,PR,LARA,E,LE-47,4,A,H,NA,G,NA,NA,NA,12.6,0.3,2,1,7,8,2,4,6,MSS,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,VB,LARA,E,LE-7,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,PR,LARA,E,LE-48,4,A,H,NA,G,NA,NA,NA,9.7,-3.5,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,VB,LARA,E,LE-8,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,PR,LARA,E,LE-49,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,MB,LARA,E,LE-29,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,MB,LARA,E,LE-26,4,A,D,NA,G,NA,NA,NA,9,-3.9,2,2,3,5,1,2,3,MSS,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,VB,LARA,E,LE-9,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,MB,LARA,E,LE-28,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,7,2,VB,LARA,E,LE-6,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,OC,RHMA,D,RD-3,4,A,H,NA,G,24.9,17,12.6,NA,NA,0,6,0,6,4,0,4,BABY BRANCHES,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,OC,RHMA,D,RD-1,4,A,H,NA,G,28.2,20.1,10.1,LCP,NA,0,4,0,4,5,0,5,BABY BRANCHES,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,PR,RHMA,D,RD-41,4,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,CP,RHMA,D,RD-21,4,A,H,NA,G,21.3,14.2,14.5,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,PR,RHMA,D,RD-43,4,A,H,NA,G,30.3,22,9.5,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,CP,RHMA,D,RD-22,4,A,H,NA,G,22.2,14,15.5,NA,NA,0,4,0,4,4,0,4,BABY BRANCHES,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,PR,RHMA,D,RD-42,4,A,H,NA,G,29,19.5,13.7,NA,NA,0,8,0,8,5,0,5,BABY BRANCHES,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,PR,RHMA,D,RD-45,4,A,H,NA,G,20.6,17.5,16.5,NA,NA,0,6,0,6,4,0,4,BABY BRANCHES,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,OC,RHMA,D,RD-2,4,A,H,NA,G,27.8,20.7,13.8,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,OC,RHMA,D,RD-4,4,A,H,NA,G,28.9,17.5,7.5,NA,NA,0,4,0,4,3,0,3,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,CP,RHMA,D,RD-24,4,A,H,NA,G,33.7,13.4,14.9,NA,NA,0,6,0,6,4,0,4,BABY BRANCHES,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,CP,RHMA,D,RD-23,4,DY,UH,NA,G,22.2,16,0.1,NA,NA,0,0,0,0,1,0,1,EPI DEAD,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,OC,RHMA,D,RD-5,4,A,H,NA,G,24,15.2,12.1,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,PR,RHMA,D,RD-44,4,A,H,NA,G,22,14.2,16,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,CP,RHMA,D,RD-25,4,A,H,NA,G,22.1,17.7,14.5,NA,NA,0,6,0,6,4,0,4,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,PR,LARA,D,LD-45,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,VB,LARA,D,LD-5,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,VB,LARA,D,LD-1,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,MB,LARA,D,LD-25,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,PR,LARA,D,LD-43,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,VB,LARA,D,LD-2,4,A,"UH, P",B,G,NA,NA,NA,7.4,-1.5,1,10,2,12,6,1,7,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,PR,LARA,D,LD-41,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,MB,LARA,D,LD-21,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,MB,LARA,D,LD-24,4,A,"H, P",B,G,NA,NA,NA,10.5,2.7,0,9,0,9,5,0,5,PLUMULE DEAD,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,VB,LARA,D,LD-4,4,A,H,NA,G,NA,NA,NA,12.6,5.8,0,5,0,5,5,0,5,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,VB,LARA,D,LD-3,4,A,H,NA,G,NA,NA,NA,7,-0.9,0,7,0,7,5,0,5,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,MB,LARA,D,LD-22,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,PR,LARA,D,LD-42,4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,MB,LARA,D,LD-23,4,A,H,NA,G,NA,NA,NA,11.2,2.6,2,10,4,14,5,2,7,NA,NA
SH,DIRECT INPUT,"SH, AD",2/24/2025,8,1,PR,LARA,D,LD-44,4,A,"UH, D",NA,G,NA,NA,NA,7.1,0.6,0,7,0,7,5,0,5,PLUMULE DEAD,NA
SH,03/02/2025,"AD, DD",2/24/2025,9,4,OC,RHMA,C,RC-18,4,A,H,NA,G,26.3,14.7,14,NA,NA,0,6,0,6,4,0,4,NA,ADDED EXTRA NODE ON MAIN TO MATCH MY METHOD OF MEASURING NODES FOR RHMA
SH,03/02/2025,"AD, DD",2/24/2025,9,4,PR,RHMA,C,RC-58,4,A,W,NA,G,32.3,19.4,11,NA,NA,0,6,0,6,4,0,4,EPI BROKEN; APPEARS CHOMPED,ADDED EXTRA NODE ON MAIN TO MATCH MY METHOD OF MEASURING NODES FOR RHMA
SH,03/02/2025,"AD, DD",2/24/2025,9,4,CP,RHMA,C,RC-40,4,DY,"UH, W",NA,G,36.9,23.8,3.5,NA,NA,0,0,0,0,3,0,3,NA,ADDED EXTRA NODE ON MAIN TO MATCH MY METHOD OF MEASURING NODES FOR RHMA
SH,03/02/2025,"AD, DD",2/24/2025,9,4,CP,RHMA,C,RC-37,4,A,H,NA,G,28.1,18.4,15.5,NA,NA,0,6,0,6,4,0,4,BABY BRANCHES,ADDED EXTRA NODE ON MAIN TO MATCH MY METHOD OF MEASURING NODES FOR RHMA
SH,03/02/2025,"AD, DD",2/24/2025,9,4,PR,RHMA,C,RC-59,4,A,H,NA,G,34.3,22.1,13,NA,NA,1,8,1,9,5,1,6,NA,ADDED EXTRA NODE ON MAIN TO MATCH MY METHOD OF MEASURING NODES FOR RHMA
SH,03/02/2025,"AD, DD",2/24/2025,9,4,OC,RHMA,C,RC-19,4,A,H,NA,G,39.6,26.5,11.5,NA,NA,0,4,0,4,3,0,3,BABY BRANCHES,ADDED EXTRA NODE ON MAIN TO MATCH MY METHOD OF MEASURING NODES FOR RHMA
SH,03/02/2025,"AD, DD",2/24/2025,9,4,CP,RHMA,C,RC-36,4,A,"D, P",NA,G,36,23.9,14.2,NA,NA,0,5,0,5,4,0,4,BABY BRANCHES,ADDED EXTRA NODE ON MAIN TO MATCH MY METHOD OF MEASURING NODES FOR RHMA
SH,03/02/2025,"AD, DD",2/24/2025,9,4,PR,RHMA,C,RC-60,4,A,H,NA,G,28.1,14.6,11.4,NA,NA,0,6,0,6,4,0,4,BABY BRANCHES,ADDED EXTRA NODE ON MAIN TO MATCH MY METHOD OF MEASURING NODES FOR RHMA
SH,03/02/2025,"AD, DD",2/24/2025,9,4,OC,RHMA,C,RC-16,4,A,"H, P",NA,G,27.2,13.6,10,NA,NA,0,4,0,4,3,0,3,NA,ADDED EXTRA NODE ON MAIN TO MATCH MY METHOD OF MEASURING NODES FOR RHMA
